county,precinct,office,district,party,candidate,early_voting_mail,early_voting_ivo,early_voting,election_day,votes
Rusk,315,"County Commissioner, Pct. 3",,,Freddy Swann,5,39,44,39,83
Rusk,316,"County Commissioner, Pct. 3",,,Greg Gibson,11,81,92,95,187
Rusk,316,"County Commissioner, Pct. 3",,,Freddy Swann,12,52,64,42,106
Rusk,317,"County Commissioner, Pct. 3",,,Greg Gibson,23,34,57,88,145
Rusk,317,"County Commissioner, Pct. 3",,,Freddy Swann,38,70,108,141,249
Rusk,318,"County Commissioner, Pct. 3",,,Greg Gibson,17,136,153,110,263
Rusk,318,"County Commissioner, Pct. 3",,,Freddy Swann,41,237,278,191,469
Rusk,319,"County Commissioner, Pct. 3",,,Greg Gibson,7,46,53,46,99
Rusk,319,"County Commissioner, Pct. 3",,,Freddy Swann,16,47,63,61,124
Rusk,Total:,"County Commissioner, Pct. 3",,,Greg Gibson,179,1536,1715,797,2512
Rusk,Total:,"County Commissioner, Pct. 3",,,Freddy Swann,231,902,1133,666,1799
Rusk,112,"Constable, Precinct No. 1",,,Sammy Nichols,78,624,702,315,1017
Rusk,113,"Constable, Precinct No. 1",,,Sammy Nichols,108,1098,1206,369,1575
Rusk,114,"Constable, Precinct No. 1",,,Sammy Nichols,35,443,478,310,788
Rusk,Total:,"Constable, Precinct No. 1",,,Sammy Nichols,221,2165,2386,994,3380
Rusk,213,"Constable, Precinct No. 2, Unexpired",,,Chuck McDonald,84,625,709,346,1055
Rusk,214,"Constable, Precinct No. 2, Unexpired",,,Chuck McDonald,64,769,833,407,1240
Rusk,215,"Constable, Precinct No. 2, Unexpired",,,Chuck McDonald,65,667,732,326,1058
Rusk,Total:,"Constable, Precinct No. 2, Unexpired",,,Chuck McDonald,213,2061,2274,1079,3353
Rusk,315,"Constable, Precinct No. 3",,,Kenneth W. Miley,25,281,306,175,481
Rusk,315,"Constable, Precinct No. 3",,,Cain Swann,3,36,39,27,66
Rusk,316,"Constable, Precinct No. 3",,,Kenneth W. Miley,15,87,102,102,204
Rusk,316,"Constable, Precinct No. 3",,,Cain Swann,8,45,53,34,87
Rusk,317,"Constable, Precinct No. 3",,,Kenneth W. Miley,23,40,63,92,155
Rusk,317,"Constable, Precinct No. 3",,,Cain Swann,39,64,103,138,241
Rusk,318,"Constable, Precinct No. 3",,,Kenneth W. Miley,28,163,191,131,322
Rusk,318,"Constable, Precinct No. 3",,,Cain Swann,30,211,241,169,410
Rusk,319,"Constable, Precinct No. 3",,,Kenneth W. Miley,7,48,55,53,108
Rusk,319,"Constable, Precinct No. 3",,,Cain Swann,14,44,58,56,114
Rusk,Total:,"Constable, Precinct No. 3",,,Kenneth W. Miley,98,619,717,553,1270
Rusk,Total:,"Constable, Precinct No. 3",,,Cain Swann,94,400,494,424,918
Rusk,417,"Constable, Precinct No. 4",,,David Guy,28,370,398,266,664
Rusk,418,"Constable, Precinct No. 4",,,David Guy,80,628,708,376,1084
Rusk,Total:,"Constable, Precinct No. 4",,,David Guy,108,998,1106,642,1748
Rusk,111,"Constable, Precinct No. 5",,,Jimmy Skinner,39,346,385,106,491
Rusk,201,"Constable, Precinct No. 5",,,Jimmy Skinner,56,347,403,79,482
Rusk,212,"Constable, Precinct No. 5",,,Jimmy Skinner,32,353,385,78,463
Rusk,302,"Constable, Precinct No. 5",,,Jimmy Skinner,21,289,310,73,383
Rusk,303,"Constable, Precinct No. 5",,,Jimmy Skinner,60,362,422,136,558
Rusk,314,"Constable, Precinct No. 5",,,Jimmy Skinner,41,441,482,127,609
Rusk,404,"Constable, Precinct No. 5",,,Jimmy Skinner,79,708,787,164,951
Rusk,405,"Constable, Precinct No. 5",,,Jimmy Skinner,72,503,575,129,704
Rusk,416,"Constable, Precinct No. 5",,,Jimmy Skinner,27,311,338,105,443
Rusk,Total:,"Constable, Precinct No. 5",,,Jimmy Skinner,427,3660,4087,997,5084
Rusk,316,"School Trustees-Full Term, LISD (Vote For 4)",,,Tara Waggoner,0,0,0,3,3
Rusk,316,"School Trustees-Full Term, LISD (Vote For 4)",,,Larry Hayes,0,1,1,5,6
Rusk,316,"School Trustees-Full Term, LISD (Vote For 4)",,,Barbara Brinkmann,0,4,4,9,13
Rusk,316,"School Trustees-Full Term, LISD (Vote For 4)",,,Harlan Akin,0,1,1,3,4
Rusk,316,"School Trustees-Full Term, LISD (Vote For 4)",,,Cathy Bane Ward,0,3,3,5,8
Rusk,316,"School Trustees-Full Term, LISD (Vote For 4)",,,Robert B. Loftis,0,2,2,1,3
Rusk,316,"School Trustees-Full Term, LISD (Vote For 4)",,,Shari Penney-Doss,0,2,2,7,9
Rusk,318,"School Trustees-Full Term, LISD (Vote For 4)",,,Tara Waggoner,0,0,0,0,0
Rusk,318,"School Trustees-Full Term, LISD (Vote For 4)",,,Larry Hayes,0,0,0,0,0
Rusk,318,"School Trustees-Full Term, LISD (Vote For 4)",,,Barbara Brinkmann,0,0,0,0,0
Rusk,318,"School Trustees-Full Term, LISD (Vote For 4)",,,Harlan Akin,0,0,0,0,0
Rusk,318,"School Trustees-Full Term, LISD (Vote For 4)",,,Cathy Bane Ward,0,0,0,0,0
Rusk,318,"School Trustees-Full Term, LISD (Vote For 4)",,,Robert B. Loftis,0,0,0,0,0
Rusk,318,"School Trustees-Full Term, LISD (Vote For 4)",,,Shari Penney-Doss,0,0,0,0,0
Rusk,319,"School Trustees-Full Term, LISD (Vote For 4)",,,Tara Waggoner,5,22,27,28,55
Rusk,319,"School Trustees-Full Term, LISD (Vote For 4)",,,Larry Hayes,6,33,39,22,61
Rusk,319,"School Trustees-Full Term, LISD (Vote For 4)",,,Barbara Brinkmann,1,11,12,20,32
Rusk,319,"School Trustees-Full Term, LISD (Vote For 4)",,,Harlan Akin,3,5,8,12,20
Rusk,319,"School Trustees-Full Term, LISD (Vote For 4)",,,Cathy Bane Ward,5,29,34,27,61
Rusk,319,"School Trustees-Full Term, LISD (Vote For 4)",,,Robert B. Loftis,8,25,33,23,56
Rusk,319,"School Trustees-Full Term, LISD (Vote For 4)",,,Shari Penney-Doss,4,28,32,30,62
Rusk,416,"School Trustees-Full Term, LISD (Vote For 4)",,,Tara Waggoner,0,4,4,0,4
Rusk,416,"School Trustees-Full Term, LISD (Vote For 4)",,,Larry Hayes,0,2,2,0,2
Rusk,416,"School Trustees-Full Term, LISD (Vote For 4)",,,Barbara Brinkmann,0,6,6,0,6
Rusk,416,"School Trustees-Full Term, LISD (Vote For 4)",,,Harlan Akin,0,6,6,0,6
Rusk,416,"School Trustees-Full Term, LISD (Vote For 4)",,,Cathy Bane Ward,0,8,8,0,8
Rusk,416,"School Trustees-Full Term, LISD (Vote For 4)",,,Robert B. Loftis,0,3,3,0,3
Rusk,416,"School Trustees-Full Term, LISD (Vote For 4)",,,Shari Penney-Doss,0,5,5,0,5
Rusk,418,"School Trustees-Full Term, LISD (Vote For 4)",,,Tara Waggoner,4,77,81,39,120
Rusk,418,"School Trustees-Full Term, LISD (Vote For 4)",,,Larry Hayes,5,73,78,33,111
Rusk,418,"School Trustees-Full Term, LISD (Vote For 4)",,,Barbara Brinkmann,8,86,94,46,140
Rusk,418,"School Trustees-Full Term, LISD (Vote For 4)",,,Harlan Akin,4,48,52,33,85
Rusk,418,"School Trustees-Full Term, LISD (Vote For 4)",,,Cathy Bane Ward,9,120,129,44,173
Rusk,418,"School Trustees-Full Term, LISD (Vote For 4)",,,Robert B. Loftis,10,77,87,50,137
Rusk,418,"School Trustees-Full Term, LISD (Vote For 4)",,,Shari Penney-Doss,9,110,119,50,169
Rusk,Total:,"School Trustees-Full Term, LISD (Vote For 4)",,,Tara Waggoner,9,103,112,70,182
Rusk,Total:,"School Trustees-Full Term, LISD (Vote For 4)",,,Larry Hayes,11,109,120,60,180
Rusk,Total:,"School Trustees-Full Term, LISD (Vote For 4)",,,Barbara Brinkmann,9,107,116,75,191
Rusk,Total:,"School Trustees-Full Term, LISD (Vote For 4)",,,Harlan Akin,7,60,67,48,115
Rusk,Total:,"School Trustees-Full Term, LISD (Vote For 4)",,,Cathy Bane Ward,14,160,174,76,250
Rusk,Total:,"School Trustees-Full Term, LISD (Vote For 4)",,,Robert B. Loftis,18,107,125,74,199
Rusk,Total:,"School Trustees-Full Term, LISD (Vote For 4)",,,Shari Penney-Doss,13,145,158,87,245
Rusk,112,"City Council, Place #1, City of Overton",,,Philip Cox,25,340,365,184,549
Rusk,Total:,"City Council, Place #1, City of Overton",,,Philip Cox,25,340,365,184,549
Rusk,112,"City Council, Place #3, City of Overton",,,Jerry Clark,26,312,338,167,505
Rusk,Total:,"City Council, Place #3, City of Overton",,,Jerry Clark,26,312,338,167,505
Rusk,112,"City Council, Place #5, City of Overton",,,Michael Paul Williams,18,200,218,96,314
Rusk,112,"City Council, Place #5, City of Overton",,,Brandon Brown,10,169,179,97,276
Rusk,Total:,"City Council, Place #5, City of Overton",,,Michael Paul Williams,18,200,218,96,314
Rusk,Total:,"City Council, Place #5, City of Overton",,,Brandon Brown,10,169,179,97,276
Rusk,112,"Trustee, Place #4, Overton ISD",,,Kelvin Darden,12,129,141,70,211
Rusk,112,"Trustee, Place #4, Overton ISD",,,LeAnn McDaniel,7,131,138,61,199
Rusk,112,"Trustee, Place #4, Overton ISD",,,Cascey Freeman,16,167,183,70,253
Rusk,114,"Trustee, Place #4, Overton ISD",,,Kelvin Darden,0,1,1,1,2
Rusk,114,"Trustee, Place #4, Overton ISD",,,LeAnn McDaniel,0,3,3,1,4
Rusk,114,"Trustee, Place #4, Overton ISD",,,Cascey Freeman,0,2,2,1,3
Rusk,Total:,"Trustee, Place #4, Overton ISD",,,Kelvin Darden,12,130,142,71,213
Rusk,Total:,"Trustee, Place #4, Overton ISD",,,LeAnn McDaniel,7,134,141,62,203
Rusk,Total:,"Trustee, Place #4, Overton ISD",,,Cascey Freeman,16,169,185,71,256
Rusk,112,"Trustee, Place #5, Overton ISD",,,Pam Raney,26,363,389,182,571
Rusk,114,"Trustee, Place #5, Overton ISD",,,Pam Raney,0,7,7,3,10
Rusk,Total:,"Trustee, Place #5, Overton ISD",,,Pam Raney,26,370,396,185,581
